id,favorite_count,favorited,id,retweet_count,retweeted,Clean_Text
1599115272576991233,0,False,1599115272576991233,12,True,rt iamsaharagroup world class learning development programme cut entire energy value chain brand new automo
1599115219133136896,11,True,1599115219133136896,5,True,📌 master phd graduate assistantships applied forest ecology state university new york united states https t co qbsuaaxnbz
1599115054896812033,0,False,1599115054896812033,1,True,rt thegrbteam new job alert 🔔 graduate design engineer £ numberk https t co bznumberqomapon apply graduate job grb
1599115041651195904,0,False,1599115041651195904,0,False,new job alert 🔔 graduate application support analyst £ numberk https t co ynumberwgpdwpad apply graduate job grb
1599113030939267073,0,False,1599113030939267073,24,True,rt sus_ultra ditzy delinquent denki need tutor will graduate school assign pretty perfect rich boy shouto u
1599112876840534017,0,False,1599112876840534017,0,False,njokiwamathira congratulations new graduate town
1599112843135053824,0,False,1599112843135053824,3,True,rt ecschoolofed ecschoolofed announce new dei certificate emmanuelcollege certificate program emmanuel_gpp prepare participant
1599112611680768000,0,False,1599112611680768000,0,False,hinaparvezbutt woh numberst time extension deney ki bat kar raha hai lums ki jahil graduate sep maj extension ki ba https t co psdmnumberjf
1599112054258167808,0,False,1599112054258167808,12,True,rt iamsaharagroup world class learning development programme cut entire energy value chain brand new automo
1599111730843381760,0,False,1599111730843381760,59,True,rt prageru new great way gauge society examine tolerate watch streitmarissa interview zubymusic ht
1599109772414169089,6,True,1599109772414169089,0,False,princevogel blunderbusste bad tragedy lot people die new getting bear https t co iilnsxvcrl
1599109597255507968,0,False,1599109597255507968,112,True,rt arynewsofficial mbbs graduate set new world record win number gold medal read https t co nbnumberyasdvznumber arynew https t
1599109358440235009,0,False,1599109358440235009,82,True,rt gchahal breaking bnnpakistan reports accord report mbbs graduate hafiz mohammad waleed malik set new world record
1599108739612540928,0,False,1599108739612540928,112,True,rt arynewsofficial mbbs graduate set new world record win number gold medal read https t co nbnumberyasdvznumber arynew https t
1599108706431471618,0,False,1599108706431471618,0,False,forward grow 💪 hire registered nurse new graduate roseville https t co shnumberasxsazq
1599107475512655872,15,True,1599107475512655872,0,False,prior strike know uc prioritize $ $ $ graduate student welfare pathetic union bu https t co teoyinumberset
1599106189752643585,0,False,1599106189752643585,0,False,forward look registered nurse new graduate torrance https t co numberupnumberznuexnumber
1599104517832052736,0,False,1599104517832052736,27,True,rt meltzersaidwhat tribute short angry new york man bagel shop resurrect short angry new york man yell trump
1599103935515480064,0,False,1599103935515480064,0,False,love idea increase funding scientific research terrible demand the https t co numbernrtsgunumber
1599103673233133568,0,False,1599103673233133568,0,False,forward seek registered nurse new graduate los angeles https t co mokhshnumberbgt
1599101468686041088,3,True,1599101468686041088,0,False,graduate student researcher number year https t co numberudticyqgd ph d https t co nswnumberzckcha
1599101150250168321,0,False,1599101150250168321,36,True,rt theresalaverty reminder laverty lab open door nmsu january number 🎉 recruit number number
1599100119533559809,0,False,1599100119533559809,21,True,rt kevinpynenumber love time boston college great experience enter transfer portal
1599099864557944832,0,False,1599099864557944832,82,True,rt gchahal breaking bnnpakistan reports accord report mbbs graduate hafiz mohammad waleed malik set new world record
1599099554418200576,0,False,1599099554418200576,2,True,rt natturnernumber keatingssixth go pwi damn near black folk know know yo
1599098236970577929,0,False,1599098236970577929,112,True,rt arynewsofficial mbbs graduate set new world record win number gold medal read https t co nbnumberyasdvznumber arynew https t
1599097272238678016,0,False,1599097272238678016,0,False,imagine drive home fully spece merc new graduate mom tell https t co ptcshmxnnumberf
1599096990784454657,0,False,1599096990784454657,21086,True,rt stevirouss wait graduate disappear start new life
1599095764210286597,0,False,1599095764210286597,112,True,rt arynewsofficial mbbs graduate set new world record win number gold medal read https t co nbnumberyasdvznumber arynew https t
1599095567942291456,0,False,1599095567942291456,21086,True,rt stevirouss wait graduate disappear start new life
1599094939799130112,0,False,1599094939799130112,9,True,rt agristok phd graduate assistantship position forest regeneration ticks fire state university new york united states htt
1599094253682331648,0,False,1599094253682331648,49,True,rt drcaberry rotteentomatoe new genre pioneer hottest black stem romance summer monet computer science graduate s
1599094183750344705,0,False,1599094183750344705,3,True,rt crres_iub congratulation crres director dina okamoto dinaoca crres graduate affiliates melissa garcia muna adem
1599093938052247554,0,False,1599093938052247554,112,True,rt arynewsofficial mbbs graduate set new world record win number gold medal read https t co nbnumberyasdvznumber arynew https t
1599093223632535552,30,True,1599093223632535552,2,True,oregongovbrown lady school teach holocaust new school bad https t co jidsnumberenumberio
1599093135518228481,0,False,1599093135518228481,3,True,rt queenherenumber proud moment pakistan hafiz muhammad waleed malik young mbbs graduate ameeruddin medical college lahore set
1599092389624582144,0,False,1599092389624582144,82,True,rt gchahal breaking bnnpakistan reports accord report mbbs graduate hafiz mohammad waleed malik set new world record
1599091147506434050,1,True,1599091147506434050,0,False,prideofpakistan pakistani genius precious breed earth let thank almighty beat drum https t co inumberttsmsjpk
1599090330397474816,2,True,1599090330397474816,0,False,mbbs graduate hafiz muhammad waleed malik ameeruddin medical college lahore set new record win number https t co gawgnumberhpljw
1599090015648169984,0,False,1599090015648169984,112,True,rt arynewsofficial mbbs graduate set new world record win number gold medal read https t co nbnumberyasdvznumber arynew https t
1599089566874423296,0,False,1599089566874423296,112,True,rt arynewsofficial mbbs graduate set new world record win number gold medal read https t co nbnumberyasdvznumber arynew https t
1599089450151079936,1,True,1599089450151079936,0,False,law attraction real mouth come believe gradua https t co ssimroztki
1599089087176404998,0,False,1599089087176404998,3,True,rt queenherenumber proud moment pakistan hafiz muhammad waleed malik young mbbs graduate ameeruddin medical college lahore set
1599087478539157504,0,False,1599087478539157504,9,True,rt agristok phd graduate assistantship position forest regeneration ticks fire state university new york united states htt
1599085676930433025,0,False,1599085676930433025,112,True,rt arynewsofficial mbbs graduate set new world record win number gold medal read https t co nbnumberyasdvznumber arynew https t
1599084233070637056,0,False,1599084233070637056,35,True,rt prageru new send man mixed message zubymusic think watch interview streitmarissa https t co gwf
1599083458403307521,0,False,1599083458403307521,3,True,rt queenherenumber proud moment pakistan hafiz muhammad waleed malik young mbbs graduate ameeruddin medical college lahore set
1599081887188004864,0,False,1599081887188004864,14,True,rt manthonynumber new review summarize role biotic interaction shape microbial carbon use efficiency lead t
1599081555322105856,36,True,1599081555322105856,1,True,high chance new player come converseesports match redbirds https t co ggnumberujbptnumberf
1599081551933104128,0,False,1599081551933104128,82,True,rt gchahal breaking bnnpakistan reports accord report mbbs graduate hafiz mohammad waleed malik set new world record
1599079752278585345,0,False,1599079752278585345,82,True,rt gchahal breaking bnnpakistan reports accord report mbbs graduate hafiz mohammad waleed malik set new world record
1599079699711348736,0,False,1599079699711348736,82,True,rt gchahal breaking bnnpakistan reports accord report mbbs graduate hafiz mohammad waleed malik set new world record
1599078485397422080,0,False,1599078485397422080,0,False,puleng_nathane athigeleba voetske tina sovotela umuntu ozosinika amathuba omsebenzi sihlizi emakhaya singama grad https t co dcmbvckfnumberh
1599078371152998400,0,False,1599078371152998400,5,True,rt concepttvnew mbbs graduate hafiz muhammad waleed malik ameeruddin medical college lahore set new record win number gold
1599077949185351680,2,True,1599077949185351680,0,False,anna beal scholars take new role manage beal online presence msu plant https t co fnumberssnumberhsnumberb
1599077357129990144,0,False,1599077357129990144,6,True,rt gwendoesscience academia racism problem graduate student speak new article publish nature academictwitter
1599077169958858752,0,False,1599077169958858752,82,True,rt gchahal breaking bnnpakistan reports accord report mbbs graduate hafiz mohammad waleed malik set new world record
1599077094285533184,0,False,1599077094285533184,9,True,rt pakmagofficial mbbs graduate hafiz muhammad waleed malik ameeruddin medical college lahore set new record win number gold m
1599074802035105792,0,False,1599074802035105792,112,True,rt arynewsofficial mbbs graduate set new world record win number gold medal read https t co nbnumberyasdvznumber arynew https t
1599073253825576961,0,False,1599073253825576961,0,False,new job graduate great opportunity marketing graduate assistant brand manager join https t co lvjdpisyrl
1599073185487499264,0,False,1599073185487499264,3,True,rt ecschoolofed ecschoolofed announce new dei certificate emmanuelcollege certificate program emmanuel_gpp prepare participant
1599072663640498176,35,True,1599072663640498176,3,True,proud moment pakistan hafiz muhammad waleed malik young mbbs graduate ameeruddin medical college lahor https t co thxnumberpnumbersnumberon
1599071522483621888,461,True,1599071522483621888,12,True,world class learning development programme cut entire energy value chain brand new au https t co bgpnnumberlvjrn
1599071507463884800,0,False,1599071507463884800,4,True,rt utmb_aerospace congratulation utmb aerospace medicine graduate dr thomas marshburn new cmo sierra space human spac
1599071076637560833,2,True,1599071076637560833,1,True,national service personnel new graduate need employment applicant fluent write speak en https t co numbervvdsfvlo
1599070813986045952,0,False,1599070813986045952,2,True,rt natturnernumber keatingssixth go pwi damn near black folk know know yo
1599070661825114112,0,False,1599070661825114112,0,False,briacmnumber bored_graduate duchess_elle people tell truth lot thing sex sh https t co kvliqcmonumberg
1599069613127450624,0,False,1599069613127450624,0,False,mbbs graduate hafiz muhammad waleed malik set new world record win number gold medal ❤ dream studen https t co vkkkvdfcdn
1599068364135362560,0,False,1599068364135362560,0,False,billplaschke lincoln sputter sorry mccay robinson pete sun visor inside night girl https t co blnumberfiutrbi
1599067778786373632,0,False,1599067778786373632,0,False,willardnumber keillerdon ivy league degree aerospace engineering graduate work philosophy https t co pwmxwshxix
1599067441472102400,0,False,1599067441472102400,0,False,mashbo ltd look graduate marketing executive join team 👀 perform market research https t co numberbgfigrnumbern
